FT,ToD,DoW,MO,DIR,MOVE
1719347100000,985,2,0,dn,nm
1719347400000,990,2,0,up,nm
1719347700000,995,2,0,up,nm
1719348000000,1000,2,0,dn,nm
1719348300000,1005,2,0,up,nm
1719348600000,1010,2,0,up,mv
1719348900000,1015,2,0,up,nm
1719352800000,1080,3,0,up,nm
1719353100000,1085,3,0,dn,nm
1719353400000,1090,3,0,up,nm
1719353700000,1095,3,0,dn,mv
1719354000000,1100,3,0,dn,mv
1719354300000,1105,3,0,dn,mv
1719354600000,1110,3,0,dn,nm
1719354900000,1115,3,0,up,mv
1719355200000,1120,3,0,up,nm
1719355500000,1125,3,0,up,nm
1719355800000,1130,3,0,up,nm
1719356100000,1135,3,0,dn,nm
1719356400000,1140,3,0,dn,nm
1719356700000,1145,3,0,dn,nm
1719357000000,1150,3,0,up,nm
1719357300000,1155,3,0,dn,nm
1719357600000,1160,3,0,up,nm
1719357900000,1165,3,0,dn,nm
1719358200000,1170,3,0,dn,nm
1719358500000,1175,3,0,dn,nm
1719358800000,1180,3,0,dn,nm
1719359100000,1185,3,0,dn,nm
1719359400000,1190,3,0,dn,nm
1719359700000,1195,3,0,up,nm
1719360000000,1200,3,0,dn,nm
1719360300000,1205,3,0,up,mv
1719360600000,1210,3,0,up,mv
1719360900000,1215,3,0,up,nm
1719361200000,1220,3,0,up,nm
1719361500000,1225,3,0,dn,nm
1719361800000,1230,3,0,dn,nm
1719362100000,1235,3,0,dn,mv
1719362400000,1240,3,0,up,mv
1719362700000,1245,3,0,up,mv
1719363000000,1250,3,0,up,nm
1719363300000,1255,3,0,dn,nm
1719363600000,1260,3,0,dn,mv
1719363900000,1265,3,0,up,mv
1719364200000,1270,3,0,up,mv
1719364500000,1275,3,0,up,nm
1719364800000,1280,3,0,dn,nm
1719365100000,1285,3,0,up,nm
1719365400000,1290,3,0,dn,nm
1719365700000,1295,3,0,up,mv
1719366000000,1300,3,0,up,mv
1719366300000,1305,3,0,up,mv
1719366600000,1310,3,0,up,mv
1719366900000,1315,3,0,up,nm
1719367200000,1320,3,0,dn,nm
1719367500000,1325,3,0,dn,mv
1719367800000,1330,3,0,dn,nm
1719368100000,1335,3,0,dn,nm
1719368400000,1340,3,0,up,nm
1719368700000,1345,3,0,dn,nm
1719369000000,1350,3,0,dn,nm
1719369300000,1355,3,0,dn,nm
1719369600000,1360,3,0,dn,nm
1719369900000,1365,3,0,up,mv
1719370200000,1370,3,0,up,mv
1719370500000,1375,3,0,up,mv
1719370800000,1380,3,0,dn,mv
1719371100000,1385,3,0,dn,mv
1719371400000,1390,3,0,dn,mv
1719371700000,1395,3,0,dn,mv
1719372000000,1400,3,0,dn,mv
1719372300000,1405,3,0,dn,mv
1719372600000,1410,3,0,dn,nm
1719372900000,1415,3,0,up,nm
1719373200000,1420,3,0,up,mv
1719373500000,1425,3,0,dn,nm
1719373800000,1430,3,0,up,nm
1719374100000,1435,3,0,dn,mv
1719374400000,0,3,0,dn,mv
1719374700000,5,3,0,dn,nm
1719375000000,10,3,0,dn,mv
1719375300000,15,3,0,up,mv
1719375600000,20,3,0,up,mv
1719375900000,25,3,0,dn,nm
1719376200000,30,3,0,up,mv
1719376500000,35,3,0,dn,mv
1719376800000,40,3,0,up,nm
1719377100000,45,3,0,dn,nm
1719377400000,50,3,0,dn,nm
1719377700000,55,3,0,up,mv
1719378000000,60,3,0,up,nm
1719378300000,65,3,0,dn,nm
1719378600000,70,3,0,up,nm
1719378900000,75,3,0,up,nm
1719379200000,80,3,0,dn,nm
1719379500000,85,3,0,dn,mv
1719379800000,90,3,0,dn,nm
1719380100000,95,3,0,up,nm
1719380400000,100,3,0,dn,nm
1719380700000,105,3,0,dn,mv
1719381000000,110,3,0,up,mv
1719381300000,115,3,0,dn,nm
1719381600000,120,3,0,up,mv
1719381900000,125,3,0,up,mv
1719382200000,130,3,0,up,mv
1719382500000,135,3,0,up,mv
1719382800000,140,3,0,up,nm
1719383100000,145,3,0,dn,nm
1719383400000,150,3,0,up,nm
1719383700000,155,3,0,dn,nm
1719384000000,160,3,0,dn,mv
1719384300000,165,3,0,up,mv
1719384600000,170,3,0,dn,mv
1719384900000,175,3,0,dn,mv
1719385200000,180,3,0,dn,mv
1719385500000,185,3,0,up,mv
1719385800000,190,3,0,up,mv
1719386100000,195,3,0,up,mv
1719386400000,200,3,0,up,nm
1719386700000,205,3,0,dn,mv
1719387000000,210,3,0,up,mv
1719387300000,215,3,0,up,mv
1719387600000,220,3,0,dn,mv
1719387900000,225,3,0,up,mv
1719388200000,230,3,0,up,nm
1719388500000,235,3,0,dn,mv
1719388800000,240,3,0,dn,mv
1719389100000,245,3,0,dn,mv
1719389400000,250,3,0,dn,nm
1719389700000,255,3,0,dn,nm
1719390000000,260,3,0,up,mv
1719390300000,265,3,0,up,mv
1719390600000,270,3,0,up,mv
1719390900000,275,3,0,up,nm
1719391200000,280,3,0,dn,mv
1719391500000,285,3,0,dn,mv
1719391800000,290,3,0,dn,mv
1719392100000,295,3,0,dn,mv
1719392400000,300,3,0,dn,nm
1719392700000,305,3,0,dn,nm
1719393000000,310,3,0,dn,nm
1719393300000,315,3,0,up,nm
1719393600000,320,3,0,dn,mv
1719393900000,325,3,0,dn,mv
1719394200000,330,3,0,dn,mv
1719394500000,335,3,0,dn,mv
1719394800000,340,3,0,dn,mv
1719395100000,345,3,0,dn,mv
1719395400000,350,3,0,dn,mv
1719395700000,355,3,0,dn,mv
1719396000000,360,3,0,dn,mv
1719396300000,365,3,0,dn,mv
1719396600000,370,3,0,up,mv
1719396900000,375,3,0,dn,nm
1719397200000,380,3,0,dn,nm
1719397500000,385,3,0,up,nm
1719397800000,390,3,0,dn,nm
1719398100000,395,3,0,up,nm
1719398400000,400,3,0,dn,mv
1719398700000,405,3,0,dn,mv
1719399000000,410,3,0,dn,mv
1719399300000,415,3,0,dn,nm
1719399600000,420,3,0,dn,nm
1719399900000,425,3,0,up,nm
1719400200000,430,3,0,dn,mv
1719400500000,435,3,0,dn,mv
1719400800000,440,3,0,dn,mv
1719401100000,445,3,0,dn,nm
1719401400000,450,3,0,up,mv
1719401700000,455,3,0,dn,mv
1719402000000,460,3,0,up,mv
1719402300000,465,3,0,up,mv
1719402600000,470,3,0,up,nm
1719402900000,475,3,0,dn,mv
1719403200000,480,3,0,dn,mv
1719403500000,485,3,0,dn,mv
1719403800000,490,3,0,up,mv
1719404100000,495,3,0,up,mv
1719404400000,500,3,0,dn,mv
1719404700000,505,3,0,dn,mv
1719405000000,510,3,0,dn,mv
1719405300000,515,3,0,up,nm
1719405600000,520,3,0,dn,mv
1719405900000,525,3,1,dn,mv
1719406200000,530,3,1,dn,mv
1719406500000,535,3,1,dn,mv
1719406800000,540,3,1,dn,nm
1719407100000,545,3,1,up,nm
1719407400000,550,3,1,up,nm
1719407700000,555,3,1,dn,nm
1719408000000,560,3,1,up,mv
1719408300000,565,3,1,dn,nm
1719408600000,570,3,1,dn,mv
1719408900000,575,3,1,up,mv
1719409200000,580,3,1,up,mv
1719409500000,585,3,1,up,mv
1719409800000,590,3,1,dn,mv
1719410100000,595,3,1,up,mv
1719410400000,600,3,1,dn,nm
1719410700000,605,3,1,up,mv
1719411000000,610,3,1,dn,mv
1719411300000,615,3,1,up,mv
1719411600000,620,3,1,dn,mv
1719411900000,625,3,1,up,mv
1719412200000,630,3,1,dn,mv
1719412500000,635,3,1,up,mv
1719412800000,640,3,1,up,nm
1719413100000,645,3,1,up,mv
1719413400000,650,3,1,dn,mv
1719413700000,655,3,1,dn,mv
1719414000000,660,3,1,dn,mv
1719414300000,665,3,1,dn,mv
1719414600000,670,3,1,up,mv
1719414900000,675,3,1,up,nm
1719415200000,680,3,1,dn,nm
1719415500000,685,3,1,dn,mv
1719415800000,690,3,1,up,mv
1719416100000,695,3,1,up,mv
1719416400000,700,3,1,up,mv
1719416700000,705,3,1,up,mv
1719417000000,710,3,1,dn,nm
1719417300000,715,3,1,dn,nm
1719417600000,720,3,1,up,nm
1719417900000,725,3,1,dn,nm
1719418200000,730,3,1,up,nm
1719418500000,735,3,1,dn,nm
1719418800000,740,3,1,up,nm
1719419100000,745,3,1,up,mv
1719419400000,750,3,1,dn,mv
1719419700000,755,3,1,dn,mv
1719420000000,760,3,1,dn,nm
1719420300000,765,3,1,up,mv
1719420600000,770,3,1,up,nm
1719420900000,775,3,1,dn,nm
1719421200000,780,3,1,dn,mv
1719421500000,785,3,1,up,mv
1719421800000,790,3,1,dn,mv
1719422100000,795,3,1,dn,mv
1719422400000,800,3,1,up,mv
1719422700000,805,3,1,up,nm
1719423000000,810,3,1,dn,nm
1719423300000,815,3,1,dn,nm
1719423600000,820,3,1,dn,nm
1719423900000,825,3,1,up,nm
1719424200000,830,3,1,up,nm
1719424500000,835,3,1,dn,nm
1719424800000,840,3,1,up,nm
1719425100000,845,3,1,dn,nm
1719425400000,850,3,1,up,nm
1719425700000,855,3,1,up,nm
1719426000000,860,3,1,dn,mv
1719426300000,865,3,1,up,nm
1719426600000,870,3,1,dn,mv
1719426900000,875,3,1,up,mv
1719427200000,880,3,1,up,nm
1719427500000,885,3,1,dn,mv
1719427800000,890,3,1,dn,mv
1719428100000,895,3,1,dn,mv
1719428400000,900,3,1,dn,nm
1719428700000,905,3,1,dn,nm
1719429000000,910,3,1,up,mv
1719429300000,915,3,1,up,mv
1719429600000,920,3,1,up,mv
1719429900000,925,3,1,up,mv
1719430200000,930,3,1,up,nm
1719430500000,935,3,1,up,mv
1719430800000,940,3,1,dn,mv
1719431100000,945,3,0,up,mv
1719431400000,950,3,0,dn,mv
1719431700000,955,3,0,dn,mv
1719432000000,960,3,0,dn,mv
1719432300000,965,3,0,dn,mv
1719432600000,970,3,0,up,nm
1719432900000,975,3,0,dn,mv
1719433200000,980,3,0,dn,mv
1719433500000,985,3,0,dn,nm
1719433800000,990,3,0,dn,nm
1719434100000,995,3,0,up,nm
1719434400000,1000,3,0,dn,nm
1719434700000,1005,3,0,up,nm
1719435000000,1010,3,0,up,nm
1719435300000,1015,3,0,dn,nm
1719439200000,1080,4,0,dn,nm
1719439500000,1085,4,0,dn,nm
1719439800000,1090,4,0,dn,mv
1719440100000,1095,4,0,dn,mv
1719440400000,1100,4,0,dn,mv
1719440700000,1105,4,0,dn,mv
1719441000000,1110,4,0,dn,nm
1719441300000,1115,4,0,dn,nm
1719441600000,1120,4,0,up,nm
1719441900000,1125,4,0,dn,nm
1719442200000,1130,4,0,dn,mv
1719442500000,1135,4,0,dn,mv
1719442800000,1140,4,0,dn,mv
1719443100000,1145,4,0,dn,mv
1719443400000,1150,4,0,dn,nm
1719443700000,1155,4,0,dn,nm
1719444000000,1160,4,0,up,nm
1719444300000,1165,4,0,dn,nm
1719444600000,1170,4,0,up,mv
1719444900000,1175,4,0,up,nm
1719445200000,1180,4,0,up,nm
1719445500000,1185,4,0,dn,nm
1719445800000,1190,4,0,up,nm
1719446100000,1195,4,0,dn,mv
1719446400000,1200,4,0,dn,mv
1719446700000,1205,4,0,dn,nm
1719447000000,1210,4,0,dn,nm
1719447300000,1215,4,0,up,nm
1719447600000,1220,4,0,dn,mv
1719447900000,1225,4,0,up,mv
1719448200000,1230,4,0,dn,mv
1719448500000,1235,4,0,up,nm
1719448800000,1240,4,0,dn,nm
1719449100000,1245,4,0,up,mv
1719449400000,1250,4,0,up,mv
1719449700000,1255,4,0,up,nm
1719450000000,1260,4,0,up,nm
1719450300000,1265,4,0,up,nm
1719450600000,1270,4,0,up,mv
1719450900000,1275,4,0,dn,mv
1719451200000,1280,4,0,up,mv
1719451500000,1285,4,0,up,nm
1719451800000,1290,4,0,dn,nm
1719452100000,1295,4,0,dn,nm
1719452400000,1300,4,0,up,nm
1719452700000,1305,4,0,up,mv
1719453000000,1310,4,0,up,mv
1719453300000,1315,4,0,up,mv
1719453600000,1320,4,0,dn,nm
1719453900000,1325,4,0,up,nm
1719454200000,1330,4,0,dn,nm
1719454500000,1335,4,0,up,nm
1719454800000,1340,4,0,dn,mv
1719455100000,1345,4,0,dn,mv
1719455400000,1350,4,0,dn,nm
1719455700000,1355,4,0,dn,nm
1719456000000,1360,4,0,up,nm
1719456300000,1365,4,0,dn,nm
1719456600000,1370,4,0,dn,nm
1719456900000,1375,4,0,dn,nm
1719457200000,1380,4,0,dn,nm
1719457500000,1385,4,0,dn,nm
1719457800000,1390,4,0,up,nm
1719458100000,1395,4,0,up,nm
1719458400000,1400,4,0,up,nm
1719458700000,1405,4,0,dn,nm
1719459000000,1410,4,0,dn,mv
1719459300000,1415,4,0,dn,mv
1719459600000,1420,4,0,dn,mv
1719459900000,1425,4,0,dn,mv
1719460200000,1430,4,0,dn,mv
1719460500000,1435,4,0,up,nm
1719460800000,0,4,0,dn,nm
1719461100000,5,4,0,dn,mv
1719461400000,10,4,0,up,mv
1719461700000,15,4,0,up,mv
1719462000000,20,4,0,up,nm
1719462300000,25,4,0,up,nm
1719462600000,30,4,0,dn,mv
1719462900000,35,4,0,up,mv
1719463200000,40,4,0,up,mv
1719463500000,45,4,0,up,mv
1719463800000,50,4,0,up,nm
1719464100000,55,4,0,dn,nm
1719464400000,60,4,0,dn,nm
1719464700000,65,4,0,dn,mv
1719465000000,70,4,0,up,mv
1719465300000,75,4,0,up,mv
1719465600000,80,4,0,dn,mv
1719465900000,85,4,0,up,mv
1719466200000,90,4,0,dn,mv
1719466500000,95,4,0,up,mv
1719466800000,100,4,0,up,nm
1719467100000,105,4,0,up,mv
1719467400000,110,4,0,dn,nm
1719467700000,115,4,0,up,mv
1719468000000,120,4,0,dn,nm
1719468300000,125,4,0,up,mv
1719468600000,130,4,0,dn,mv
1719468900000,135,4,0,up,nm
1719469200000,140,4,0,up,mv
1719469500000,145,4,0,dn,mv
1719469800000,150,4,0,dn,mv
1719470100000,155,4,0,up,nm
1719470400000,160,4,0,dn,mv
1719470700000,165,4,0,up,nm
1719471000000,170,4,0,dn,mv
1719471300000,175,4,0,up,mv
1719471600000,180,4,0,up,mv
1719471900000,185,4,0,up,mv
1719472200000,190,4,0,up,mv
1719472500000,195,4,0,dn,mv
1719472800000,200,4,0,up,nm
1719473100000,205,4,0,dn,mv
1719473400000,210,4,0,up,mv
1719473700000,215,4,0,dn,mv
1719474000000,220,4,0,dn,mv
1719474300000,225,4,0,dn,nm
1719474600000,230,4,0,dn,nm
1719474900000,235,4,0,up,nm
1719475200000,240,4,0,dn,mv
1719475500000,245,4,0,dn,mv
1719475800000,250,4,0,dn,mv
1719476100000,255,4,0,dn,mv
1719476400000,260,4,0,up,mv
1719476700000,265,4,0,up,mv
1719477000000,270,4,0,up,mv
1719477300000,275,4,0,up,nm
1719477600000,280,4,0,up,nm
1719477900000,285,4,0,dn,nm
1719478200000,290,4,0,up,nm
1719478500000,295,4,0,dn,mv
1719478800000,300,4,0,dn,mv
1719479100000,305,4,0,up,mv
1719479400000,310,4,0,up,nm
1719479700000,315,4,0,dn,mv
1719480000000,320,4,0,up,nm
1719480300000,325,4,0,dn,nm
1719480600000,330,4,0,up,mv
1719480900000,335,4,0,dn,nm
1719481200000,340,4,0,up,nm
1719481500000,345,4,0,dn,mv
1719481800000,350,4,0,up,mv
1719482100000,355,4,0,up,nm
1719482400000,360,4,0,dn,nm
1719482700000,365,4,0,dn,nm
1719483000000,370,4,0,up,mv
1719483300000,375,4,0,up,mv
1719483600000,380,4,0,up,mv
1719483900000,385,4,0,up,mv
1719484200000,390,4,0,up,nm
1719484500000,395,4,0,up,nm
1719484800000,400,4,0,dn,mv
1719485100000,405,4,0,dn,mv
1719485400000,410,4,0,up,mv
1719485700000,415,4,0,dn,mv
1719486000000,420,4,0,dn,mv
1719486300000,425,4,0,dn,mv
1719486600000,430,4,0,dn,mv
1719486900000,435,4,0,dn,mv
1719487200000,440,4,0,up,mv
1719487500000,445,4,0,up,nm
1719487800000,450,4,0,dn,nm
1719488100000,455,4,0,up,mv
1719488400000,460,4,0,up,nm
1719488700000,465,4,0,dn,mv
1719489000000,470,4,0,dn,nm
1719489300000,475,4,0,dn,nm
1719489600000,480,4,0,up,mv
1719489900000,485,4,0,up,nm
1719490200000,490,4,0,up,mv
1719490500000,495,4,0,dn,mv
1719490800000,500,4,0,up,mv
1719491100000,505,4,0,up,mv
1719491400000,510,4,0,up,mv
1719491700000,515,4,0,dn,nm
1719492000000,520,4,0,dn,mv
1719492300000,525,4,1,up,mv
1719492600000,530,4,1,up,nm
1719492900000,535,4,1,dn,mv
1719493200000,540,4,1,dn,mv
1719493500000,545,4,1,dn,mv
1719493800000,550,4,1,dn,mv
1719494100000,555,4,1,dn,mv
1719494400000,560,4,1,dn,mv
1719494700000,565,4,1,up,mv
1719495000000,570,4,1,up,mv
1719495300000,575,4,1,dn,mv
1719495600000,580,4,1,dn,mv
1719495900000,585,4,1,dn,nm
1719496200000,590,4,1,up,mv
1719496500000,595,4,1,dn,mv
1719496800000,600,4,1,up,nm
1719497100000,605,4,1,up,mv
1719497400000,610,4,1,dn,mv
1719497700000,615,4,1,up,mv
1719498000000,620,4,1,up,mv
1719498300000,625,4,1,up,nm
1719498600000,630,4,1,up,mv
1719498900000,635,4,1,dn,mv
1719499200000,640,4,1,dn,mv
1719499500000,645,4,1,dn,mv
1719499800000,650,4,1,up,mv
1719500100000,655,4,1,dn,mv
1719500400000,660,4,1,dn,nm
1719500700000,665,4,1,dn,nm
1719501000000,670,4,1,up,mv
1719501300000,675,4,1,dn,mv
1719501600000,680,4,1,dn,mv
1719501900000,685,4,1,dn,mv
1719502200000,690,4,1,up,mv
1719502500000,695,4,1,dn,nm
1719502800000,700,4,1,up,mv
1719503100000,705,4,1,dn,nm
1719503400000,710,4,1,up,mv
1719503700000,715,4,1,up,mv
1719504000000,720,4,1,up,nm
1719504300000,725,4,1,up,mv
1719504600000,730,4,1,dn,nm
1719504900000,735,4,1,up,nm
1719505200000,740,4,1,dn,nm
1719505500000,745,4,1,up,nm
1719505800000,750,4,1,dn,nm
1719506100000,755,4,1,up,nm
1719506400000,760,4,1,dn,mv
1719506700000,765,4,1,up,nm
1719507000000,770,4,1,dn,nm
1719507300000,775,4,1,up,mv
1719507600000,780,4,1,dn,mv
1719507900000,785,4,1,dn,nm
1719508200000,790,4,1,dn,mv
1719508500000,795,4,1,up,mv
1719508800000,800,4,1,up,nm
1719509100000,805,4,1,dn,nm
1719509400000,810,4,1,up,nm
1719509700000,815,4,1,dn,nm
1719510000000,820,4,1,up,mv
1719510300000,825,4,1,dn,mv
1719510600000,830,4,1,dn,mv
1719510900000,835,4,1,dn,mv
1719511200000,840,4,1,up,mv
1719511500000,845,4,1,dn,mv
1719511800000,850,4,1,dn,mv
1719512100000,855,4,1,dn,nm
1719512400000,860,4,1,dn,mv
1719512700000,865,4,1,up,nm
1719513000000,870,4,1,dn,nm
1719513300000,875,4,1,dn,mv
1719513600000,880,4,1,up,mv
1719513900000,885,4,1,up,mv
1719514200000,890,4,1,up,nm
1719514500000,895,4,1,up,mv
1719514800000,900,4,1,dn,nm
1719515100000,905,4,1,up,nm
1719515400000,910,4,1,dn,nm
1719515700000,915,4,1,up,mv
1719516000000,920,4,1,up,mv
1719516300000,925,4,1,dn,nm
1719516600000,930,4,1,up,nm
1719516900000,935,4,1,dn,mv
1719517200000,940,4,1,dn,mv
1719517500000,945,4,0,dn,mv
1719517800000,950,4,0,up,mv
1719518100000,955,4,0,up,nm
1719518400000,960,4,0,up,nm
1719518700000,965,4,0,dn,nm
1719519000000,970,4,0,dn,nm
1719519300000,975,4,0,up,nm
1719519600000,980,4,0,dn,nm
1719519900000,985,4,0,dn,nm
1719520200000,990,4,0,dn,nm
1719520500000,995,4,0,dn,nm
1719520800000,1000,4,0,up,nm
1719521100000,1005,4,0,dn,nm
1719521400000,1010,4,0,up,nm
1719521700000,1015,4,0,dn,nm
1719525600000,1080,5,0,up,nm
1719525900000,1085,5,0,up,nm
1719526200000,1090,5,0,dn,nm
1719526500000,1095,5,0,up,mv
1719526800000,1100,5,0,up,nm
1719527100000,1105,5,0,up,nm
1719527400000,1110,5,0,dn,nm
1719527700000,1115,5,0,up,nm
1719528000000,1120,5,0,up,nm
1719528300000,1125,5,0,dn,nm
1719528600000,1130,5,0,dn,nm
1719528900000,1135,5,0,up,nm
1719529200000,1140,5,0,up,nm
1719529500000,1145,5,0,dn,nm
1719529800000,1150,5,0,dn,nm
1719530100000,1155,5,0,up,nm
1719530400000,1160,5,0,up,nm
1719530700000,1165,5,0,up,nm
1719531000000,1170,5,0,dn,nm
1719531300000,1175,5,0,dn,nm
1719531600000,1180,5,0,up,nm
1719531900000,1185,5,0,up,nm
1719532200000,1190,5,0,up,nm
1719532500000,1195,5,0,up,nm
1719532800000,1200,5,0,up,nm
1719533100000,1205,5,0,dn,nm
1719533400000,1210,5,0,dn,nm
1719533700000,1215,5,0,up,nm
1719534000000,1220,5,0,up,nm
1719534300000,1225,5,0,dn,nm
1719534600000,1230,5,0,dn,nm
1719534900000,1235,5,0,dn,mv
1719535200000,1240,5,0,dn,mv
1719535500000,1245,5,0,dn,nm
1719535800000,1250,5,0,dn,nm
1719536100000,1255,5,0,up,nm
1719536400000,1260,5,0,dn,nm
1719536700000,1265,5,0,dn,mv
1719537000000,1270,5,0,up,mv
1719537300000,1275,5,0,up,mv
1719537600000,1280,5,0,up,mv
1719537900000,1285,5,0,up,mv
1719538200000,1290,5,0,up,mv
1719538500000,1295,5,0,dn,mv
1719538800000,1300,5,0,dn,mv
1719539100000,1305,5,0,up,mv
1719539400000,1310,5,0,up,mv
1719539700000,1315,5,0,up,mv
1719540000000,1320,5,0,up,mv
1719540300000,1325,5,0,dn,nm
1719540600000,1330,5,0,up,nm
1719540900000,1335,5,0,up,mv
1719541200000,1340,5,0,dn,mv
1719541500000,1345,5,0,dn,mv
1719541800000,1350,5,0,dn,nm
1719542100000,1355,5,0,dn,nm
1719542400000,1360,5,0,up,nm
1719542700000,1365,5,0,dn,nm
1719543000000,1370,5,0,dn,nm
1719543300000,1375,5,0,up,nm
1719543600000,1380,5,0,dn,mv
1719543900000,1385,5,0,dn,nm
1719544200000,1390,5,0,dn,nm
1719544500000,1395,5,0,up,nm
1719544800000,1400,5,0,dn,nm
1719545100000,1405,5,0,dn,nm
1719545400000,1410,5,0,up,nm
1719545700000,1415,5,0,dn,nm
1719546000000,1420,5,0,up,nm
1719546300000,1425,5,0,dn,nm
1719546600000,1430,5,0,up,mv
1719546900000,1435,5,0,dn,mv
1719547200000,0,5,0,dn,mv
1719547500000,5,5,0,dn,nm
1719547800000,10,5,0,up,nm
1719548100000,15,5,0,dn,nm
1719548400000,20,5,0,dn,nm
1719548700000,25,5,0,dn,nm
1719549000000,30,5,0,up,nm
1719549300000,35,5,0,dn,mv
1719549600000,40,5,0,dn,nm
1719549900000,45,5,0,dn,mv
1719550200000,50,5,0,up,nm
1719550500000,55,5,0,dn,nm
1719550800000,60,5,0,up,nm
1719551100000,65,5,0,dn,nm
1719551400000,70,5,0,up,nm
1719551700000,75,5,0,dn,mv
1719552000000,80,5,0,dn,nm
1719552300000,85,5,0,dn,nm
1719552600000,90,5,0,up,nm
1719552900000,95,5,0,dn,nm
1719553200000,100,5,0,dn,nm
1719553500000,105,5,0,up,mv
1719553800000,110,5,0,up,mv
1719554100000,115,5,0,up,mv
1719554400000,120,5,0,up,mv
1719554700000,125,5,0,up,mv
1719555000000,130,5,0,up,nm
1719555300000,135,5,0,dn,nm
1719555600000,140,5,0,dn,nm
1719555900000,145,5,0,up,mv
1719556200000,150,5,0,dn,mv
1719556500000,155,5,0,dn,mv
1719556800000,160,5,0,up,nm
1719557100000,165,5,0,dn,mv
1719557400000,170,5,0,up,mv
1719557700000,175,5,0,dn,nm
1719558000000,180,5,0,up,mv
1719558300000,185,5,0,dn,mv
1719558600000,190,5,0,dn,nm
1719558900000,195,5,0,up,nm
1719559200000,200,5,0,up,mv
1719559500000,205,5,0,dn,nm
1719559800000,210,5,0,dn,mv
1719560100000,215,5,0,up,nm
1719560400000,220,5,0,dn,mv
1719560700000,225,5,0,up,nm
1719561000000,230,5,0,up,mv
1719561300000,235,5,0,dn,mv
1719561600000,240,5,0,dn,nm
1719561900000,245,5,0,up,mv
1719562200000,250,5,0,up,mv
1719562500000,255,5,0,up,mv
1719562800000,260,5,0,up,mv
1719563100000,265,5,0,dn,mv
1719563400000,270,5,0,up,mv
1719563700000,275,5,0,dn,nm
1719564000000,280,5,0,dn,nm
1719564300000,285,5,0,up,mv
1719564600000,290,5,0,dn,mv
1719564900000,295,5,0,up,mv
1719565200000,300,5,0,dn,nm
1719565500000,305,5,0,dn,mv
1719565800000,310,5,0,up,mv
1719566100000,315,5,0,up,nm
1719566400000,320,5,0,dn,mv
1719566700000,325,5,0,dn,mv
1719567000000,330,5,0,up,mv
1719567300000,335,5,0,up,nm
1719567600000,340,5,0,dn,mv
1719567900000,345,5,0,dn,mv
1719568200000,350,5,0,dn,nm
1719568500000,355,5,0,dn,nm
1719568800000,360,5,0,dn,mv
1719569100000,365,5,0,dn,nm
1719569400000,370,5,0,dn,nm
1719569700000,375,5,0,up,mv
1719570000000,380,5,0,dn,nm
1719570300000,385,5,0,dn,mv
1719570600000,390,5,0,up,mv
1719570900000,395,5,0,up,mv
1719571200000,400,5,0,dn,nm
1719571500000,405,5,0,up,nm
1719571800000,410,5,0,dn,mv
1719572100000,415,5,0,dn,mv
1719572400000,420,5,0,dn,nm
1719572700000,425,5,0,dn,mv
1719573000000,430,5,0,up,mv
1719573300000,435,5,0,dn,mv
1719573600000,440,5,0,dn,mv
1719573900000,445,5,0,up,nm
1719574200000,450,5,0,up,nm
1719574500000,455,5,0,dn,mv
1719574800000,460,5,0,dn,nm
1719575100000,465,5,0,up,nm
1719575400000,470,5,0,dn,nm
1719575700000,475,5,0,dn,mv
1719576000000,480,5,0,up,mv
1719576300000,485,5,0,up,mv
1719576600000,490,5,0,up,mv
1719576900000,495,5,0,dn,mv
1719577200000,500,5,0,up,mv
1719577500000,505,5,0,up,mv
1719577800000,510,5,0,dn,mv
1719578100000,515,5,0,dn,mv
1719578400000,520,5,0,dn,mv
1719578700000,525,5,1,dn,mv
1719579000000,530,5,1,dn,nm
1719579300000,535,5,1,dn,nm
1719579600000,540,5,1,dn,mv
1719579900000,545,5,1,up,mv
1719580200000,550,5,1,dn,mv
1719580500000,555,5,1,dn,mv
1719580800000,560,5,1,up,mv
1719581100000,565,5,1,up,mv
1719581400000,570,5,1,up,mv
1719581700000,575,5,1,dn,mv
1719582000000,580,5,1,up,mv
1719582300000,585,5,1,up,mv
1719582600000,590,5,1,dn,mv
1719582900000,595,5,1,up,mv
1719583200000,600,5,1,up,nm
1719583500000,605,5,1,up,nm
1719583800000,610,5,1,dn,mv
1719584100000,615,5,1,up,mv
1719584400000,620,5,1,dn,mv
1719584700000,625,5,1,up,nm
1719585000000,630,5,1,dn,nm
1719585300000,635,5,1,dn,mv
1719585600000,640,5,1,up,mv
1719585900000,645,5,1,dn,mv
1719586200000,650,5,1,dn,mv
1719586500000,655,5,1,dn,mv
1719586800000,660,5,1,dn,nm
1719587100000,665,5,1,up,mv
1719587400000,670,5,1,up,nm
1719587700000,675,5,1,up,nm
1719588000000,680,5,1,dn,nm
1719588300000,685,5,1,up,nm
1719588600000,690,5,1,up,mv
1719588900000,695,5,1,dn,mv
1719589200000,700,5,1,dn,nm
1719589500000,705,5,1,dn,nm
1719589800000,710,5,1,up,mv
1719590100000,715,5,1,dn,mv
1719590400000,720,5,1,dn,mv
1719590700000,725,5,1,dn,nm
1719591000000,730,5,1,dn,nm
1719591300000,735,5,1,up,nm
1719591600000,740,5,1,up,mv
1719591900000,745,5,1,dn,mv
1719592200000,750,5,1,dn,mv
1719592500000,755,5,1,up,nm
