Strategy report
Symbol: /MES:XCME
Work Time: 3/2/25, 6:01 PM - 3/3/25, 10:26 AM


Id;Strategy;Side;Quantity;Amount;Price;Date/Time;Trade P/L;P/L;Position;
168;dataCol_V6(5,959.75|5,955.25|5,956|778|1,740,961,380);Buy to Open;1;5.0;$5,955.25;3/2/25, 7:24 PM;;$1,018.75;0.0;
169;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,957.75;3/2/25, 7:25 PM;$12.50;$1,020.00;-5.0;
170;dataCol_V6(5,957.75|5,955.25|5,956.75|517|1,740,961,440);Buy to Open;1;5.0;$5,955.25;3/2/25, 7:25 PM;;$1,031.25;0.0;
171;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,958.50;3/2/25, 7:26 PM;$10.00;$1,046.25;-5.0;
172;dataCol_V6(5,958.5|5,956.5|5,957.5|491|1,740,961,500);Buy to Open;1;5.0;$5,956.50;3/2/25, 7:26 PM;;$1,041.25;0.0;
173;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,957.50;3/2/25, 7:27 PM;$13.75;$1,040.00;-5.0;
174;dataCol_V6(5,957.5|5,954.75|5,955.5|359|1,740,961,560);Buy to Open;1;5.0;$5,954.75;3/2/25, 7:27 PM;;$1,055.00;0.0;
175;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,958.00;3/2/25, 7:28 PM;$16.25;$1,061.25;-5.0;
176;dataCol_V6(5,958|5,954.75|5,957.75|440|1,740,961,620);Buy to Open;1;5.0;$5,954.75;3/2/25, 7:28 PM;;$1,071.25;0.0;
177;dataCol_V6(SellClose);Sell to Close;-1;-5.0;$5,958.25;3/2/25, 7:29 PM;$8.75;$1,082.50;-5.0;
